Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,dem_tile,dem_row,dem_column,elevation_m,slope_deg,aspect_deg
227,AS/DIM/83G4/2015/51,Assam,Dima Hasao,Heuwangbram,25.208,93.121,N25E093,2851,436,678.0,17.7312,180.8015
228,AS/DIH/83G08/2020/12,Assam,Dima Hasao,Data collected from Mahur-,25.21,93.25,N25E093,2844,900,1210.0,21.4425,215.5091
230,AS/DIH/83G08/2020/27,Assam,Dima Hasao,"Namna river, Laisong Bazar",25.21,93.31,N25E093,2844,1116,870.0,21.2481,11.9502
231,ASM/DH/83G4/2016/36,Assam,Dima Hasao,Haflong – Gunjung road section slide-,25.214944,93.021611,N25E093,2826,78,618.0,20.3149,309.3483
232,AS/DIM/83C16/2017/05,Assam,Dima Hasao,Robi Nala Slide,25.216881,92.982245,N25E092,2819,3536,666.0,5.8124,61.506
234,ASM/DH/83G4/2016/37,Assam,Dima Hasao,Haflong – Gunjung road section slide-,25.2185,93.013111,N25E093,2813,47,494.0,32.1726,307.2091
235,AS/DIH/83G08/2020/2,Assam,Dima Hasao,Laisong bazar to Chhota Laisong,25.22,93.29,N25E093,2808,1044,884.0,2.3171,95.7401
237,AS/DIH/83G08/2020/9,Assam,Dima Hasao,Hejaichak to Hangrum road,25.22,93.34,N25E093,2808,1224,1295.0,19.9103,13.5716
238,AS/DIH/83G08/2020/10,Assam,Dima Hasao,Hejaichak to Hangrum road,25.22,93.34,N25E093,2808,1224,1295.0,19.9103,13.5716
239,AS/DIH/83G08/2020/13,Assam,Dima Hasao,Hejaichak to Hangrum road,25.22,93.35,N25E093,2808,1260,1173.0,29.2183,88.7562
241,AS/DIH/83G08/2020/47,Assam,Dima Hasao,Laisong bazar to Chhota,25.22,93.29,N25E093,2808,1044,884.0,2.3171,95.7401
242,AS/DH/83G04/2018/003,Assam,Dima Hasao,Phiding slide,25.224278,93.222861,N25E093,2793,802,619.0,9.7437,261.8709
243,AS/NC/83G04/2009-10/AS-6,Assam,Dima Hasao,Mahur-Wadringdisa slide,25.229556,93.1556,N25E093,2774,560,466.0,17.3363,138.7577
244,AS/DIH/83G08/2020/28,Assam,Dima Hasao,Kipeilua village,25.23,93.34,N25E093,2772,1224,1303.0,25.9066,178.9445
247,AS/DIH/83G08/2020/4,Assam,Dima Hasao,Laisong bazar to Chhota Laisong,25.24,93.28,N25E093,2736,1008,959.0,15.2199,175.2836
248,AS/DIH/83G08/2020/5,Assam,Dima Hasao,Laisong bazar to Chhota Laisong,25.24,93.27,N25E093,2736,972,1086.0,20.2297,324.3553
249,AS/DIH/83G08/2020/6,Assam,Dima Hasao,Chhota Laisong-Hegolo road,25.24,93.27,N25E093,2736,972,1086.0,20.2297,324.3553
250,AS/DIM/83G4/2015/52,Assam,Dima Hasao,Heuwangbram,25.242,93.14,N25E093,2729,504,650.0,3.8464,127.0076
251,ASM/DIM/83C15/2017/03,Assam,Dima Hasao,Kobak Slide.,25.257696,92.809603,N25E092,2672,2915,1174.0,11.6966,20.2323
252,AS/DIM/83G07/2017/65,Assam,Dima Hasao,Thingje–Hereilo slide No.1,25.263528,93.390611,N25E093,2651,1406,837.0,28.4365,237.4471
258,AS/DIM/83G07/2017/5,Assam,Dima Hasao,Nchen–Ngaulong slide No.2,25.308028,93.471028,N25E093,2491,1696,1594.0,25.9438,57.8348
259,AS/DIM/83G7/2017/6,Assam,Dima Hasao,Nchen–Ngaulong slide No.3,25.309111,93.470694,N25E093,2487,1694,1597.0,16.1105,141.6868
260,ASM/DIM/83C15/2017/06,Assam,Dima Hasao,Vaitongsip,25.320232,92.818091,N25E092,2447,2945,1019.0,7.6527,164.5402
261,ASM/DIM/83C15/2017/05,Assam,Dima Hasao,Vaitongsip,25.323731,92.80751,N25E092,2435,2907,1061.0,3.5043,329.2175
263,AS/DIM/83G07/2017/63,Assam,Dima Hasao,Digarkaro–Phaipha Slide No.1,25.332083,93.334639,N25E093,2405,1205,549.0,26.3681,110.0528
264,ASM/DIM/83C15/2017/10,Assam,Dima Hasao,Vaitongsip Slide,25.336054,92.82053,N25E092,2390,2954,1018.0,8.129,70.1238
265,AS/DIM/83G07/2017/19,Assam,Dima Hasao,Nutan Hajong–Nablaidisa slide No.1,25.362583,93.257722,N25E093,2295,928,389.0,15.0995,84.8367
267,AS/DIM/83G4/2015/23,Assam,Dima Hasao,Mupa slide,25.387,93.12,N25E093,2207,432,319.0,19.5141,43.0436
269,ASM/DIM/83C15/2017/14,Assam,Dima Hasao,Gunjang Slide,25.395431,92.990267,N25E092,2176,3565,399.0,21.4583,48.7818
272,AS/DIM/83G07/2017/41,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.10 Kepre Tongikro Mongjang road,25.402472,93.390444,N25E093,2151,1406,462.0,29.3783,357.7196
274,AS/DIM/83G4/2015/24,Assam,Dima Hasao,Dedaodip slide,25.404,93.132,N25E093,2146,475,275.0,21.3404,279.5398
275,AS/DIM/83G4/2015/25,Assam,Dima Hasao,Dedaodip slide,25.405,93.133,N25E093,2142,479,306.0,17.2899,263.2803
277,ASM/DIM/83C15/2017/02,Assam,Dima Hasao,Bagha Slide,25.40837,92.82826,N25E092,2130,2982,895.0,20.733,139.3836
282,ASM/DH/83G4/2016/04,Assam,Dima Hasao,Mupa-Langting RF Rock slide,25.417333,93.129083,N25E093,2098,465,387.0,3.0498,292.3205
284,AS/DIM/83G3/2015/59,Assam,Dima Hasao,Dehangi-1,25.42,93.002,N25E093,2088,7,277.0,2.3735,12.486
285,AS/DIM/83G07/2017/38,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.7,25.420278,93.371306,N25E093,2087,1337,406.0,10.4714,263.7145
286,AS/DIM/83G07/2017/37,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.6,25.420806,93.371056,N25E093,2085,1336,393.0,11.8449,298.8424
287,AS/DIM/83G07/2017/36,Assam,Dima Hasao,Dongki nala slide.,25.421333,93.370361,N25E093,2083,1333,391.0,3.9072,280.2392
290,AS/DIM/83G07/2017/35,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.5,25.423806,93.369722,N25E093,2074,1331,396.0,7.2147,163.5502
291,AS/DIM/83G07/2017/34,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.4,25.423861,93.369417,N25E093,2074,1330,399.0,13.9218,174.8142
292,AS/DIM/83G3/2015/60,Assam,Dima Hasao,Dehangi-2,25.424,93.0,N25E093,2074,0,243.0,,
293,AS/DIM/83G07/2017/32,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.2,25.4255,93.363944,N25E093,2068,1310,384.0,12.2068,245.6974
294,AS/DIM/83G07/2017/33,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.3,25.425611,93.364444,N25E093,2068,1312,391.0,12.5341,198.8135
296,AS/DIM/83G07/2017/25,Assam,Dima Hasao,NE of Darangibra slide.,25.433903,93.328944,N25E093,2038,1184,423.0,17.0327,222.2892
298,AS/DIM/83G07/2017/61,Assam,Dima Hasao,Sengya Sambhudhan school slide No.2 Approx. 500 m south of Sengya,25.435639,93.405944,N25E093,2032,1461,409.0,13.2512,47.9158
299,AS/DIM/83G07/2017/8,Assam,Dima Hasao,New Nkio–Phaikulum slide No.2.,25.435917,93.455944,N25E093,2031,1641,468.0,13.2512,227.9159
301,AS/DIM/83G07/2017/60,Assam,Dima Hasao,Sengya Sambhudhan school slide No.1 Approx. 500 m south of Sengya,25.436528,93.4065,N25E093,2028,1463,390.0,15.8652,17.4335
302,AS/DIM/83G07/2017/62,Assam,Dima Hasao,Sengya Sambhudhan school slide No.3 Approx. 500 m south of sengya,25.436639,93.405917,N25E093,2028,1461,388.0,17.4435,352.6252
304,AS/DIM/83G07/2017/58,Assam,Dima Hasao,Daoblibdisa market slide No.4,25.436861,93.404583,N25E093,2027,1456,385.0,17.1399,338.6986
305,AS/DIM/83G07/2017/2,Assam,Dima Hasao,New Nkio–Phaikulum slide No.1.,25.436972,93.454111,N25E093,2027,1635,472.0,15.1885,177.1614
307,AS/DIM/83G07/2017/59,Assam,Dima Hasao,Daoblibdisa market slide No.5,25.4375,93.404444,N25E093,2025,1456,376.0,2.8272,190.4568
309,AS/DIM/83G07/2017/31,Assam,Dima Hasao,Kepre Tongikro Mongjang slide No.1,25.438694,93.362583,N25E093,2021,1305,373.0,15.0761,93.4452
310,ASM/DIM/83C15/2017/08,Assam,Dima Hasao,Amardisa Slide,25.438723,92.912025,N25E092,2021,3283,561.0,20.5606,346.1753
313,ASM/DIM/83C15/2017/15,Assam,Dima Hasao,Amrudisa Slide,25.441757,92.907383,N25E092,2010,3267,574.0,14.414,58.6938
314,ASM/DIM/83C15/2017/07,Assam,Dima Hasao,Dalmia cement plant slide.,25.443082,92.989873,N25E092,2005,3564,300.0,14.9856,26.8749
316,AS/DIM/83G07/2017/11,Assam,Dima Hasao,Nkio Prasadimdik slide No.1,25.443639,93.431444,N25E093,2003,1553,451.0,4.3294,251.2925
321,AS/DIM/83G07/2017/15,Assam,Dima Hasao,Nkio Prasadimdik slide No.5,25.444194,93.424694,N25E093,2001,1529,414.0,27.107,354.9772
323,AS/DIM/83G07/2017/54,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide,25.446056,93.408583,N25E093,1994,1471,401.0,18.97,15.1152
325,AS/DIM/83G07/2017/46,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide,25.449056,93.370861,N25E093,1983,1335,427.0,19.3953,255.3515
328,AS/DIM/83G07/2017/47,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide,25.453528,93.371194,N25E093,1967,1336,440.0,19.5137,353.4642
329,AS/DIM/83G07/2017/48,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide,25.453611,93.371389,N25E093,1967,1337,440.0,21.3136,354.727
330,AS/DIM/83G07/2017/50,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide,25.454083,93.375972,N25E093,1965,1353,415.0,15.128,318.4589
331,AS/DIM/83G07/2017/49,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide,25.455333,93.374472,N25E093,1961,1348,424.0,17.6515,340.242
332,AS/DIM/83G07/2017/51,Assam,Dima Hasao,Kepre–Koladisa–Prasadimdik slide,25.462361,93.384306,N25E093,1936,1384,425.0,22.4013,71.0954
333,AS/DIM/83G2/2015/07,Assam,Dima Hasao,"NH 54, near Langting, Dima",25.50669,93.10536,N25E093,1776,379,210.0,1.391,0.0
336,ASM/DIM/83C10/2016/32,Assam,Dima Hasao,Lumsajor (Kopili Power house road),25.569,92.71653,N25E092,1552,2580,595.0,28.4378,109.1964
337,ASM/DIM/83C10/2016/33,Assam,Dima Hasao,S of Namghar (NEEPCO colony),25.57994,92.72822,N25E092,1512,2622,446.0,17.323,2.4733
338,AS/DIM/83G2/2015/04,Assam,Dima Hasao,"NH 54, about 1.5 km West of",25.61092,93.09178,N25E093,1401,330,238.0,1.6429,170.9979
339,AS/DIM/83G2/2015/06,Assam,Dima Hasao,"NH 54, 3 km North of Hatikhali",25.64897,93.12083,N25E093,1264,435,346.0,22.2884,201.8626
340,AS/DIM/83G2/2015/02,Assam,Dima Hasao,"NH 54, about 2.5 km SEof",25.65167,93.12083,N25E093,1254,435,357.0,14.8177,317.2483
341,AS/DIM/83G2/2015/03,Assam,Dima Hasao,"NH 54, about 2km SE of Langlao",25.65792,93.11811,N25E093,1231,425,357.0,8.8377,56.8661
342,AS/DIM/83G2/2015/01,Assam,Dima Hasao,"NH 54, about 2km SE of Langlao",25.65839,93.11808,N25E093,1230,425,353.0,10.5696,62.9057
343,AS/DIM/83G2/2015/05,Assam,Dima Hasao,"NH 54, about 1 km East of",25.67153,93.11522,N25E093,1182,415,332.0,12.3872,163.3683
344,AS/DIM/83G2/2015/10,Assam,Dima Hasao,"Manderdisa Daolapur 3, Dima",25.72486,93.131083,N25E093,991,472,160.0,21.0222,259.0736
345,AS/DIM/83G2/2015/09,Assam,Dima Hasao,"Manderdisa Daolapur 3, Dima",25.72561,93.13075,N25E093,988,471,160.0,17.9888,255.5657
347,AS/KAM/78O5/2020/4,Assam,Kamrup (Rural),Noth Lumpi slide,25.79,91.24,N25E091,756,864,781.0,2.6148,100.2084
348,ASM/WKA/83C09/2016/25,Assam,West Karbi Anglong,NW of Umrasi,25.79939,92.52653,N25E092,722,1896,622.0,16.1892,304.8563
351,ASM/WKA/83C09/2016/18,Assam,West Karbi Anglong,N of Rongkhong-4,25.81175,92.55003,N25E092,678,1980,510.0,25.1363,137.8813
352,ASM/WKA/83C09/2016/19,Assam,West Karbi Anglong,N of Rongkhong-5,25.812,92.55069,N25E092,677,1982,505.0,27.4972,148.788
353,ASM/WKA/83C09/2016/17,Assam,West Karbi Anglong,N of Rongkhong-3,25.81236,92.55156,N25E092,676,1986,493.0,16.9277,175.7647
354,ASM/WKA/83C09/2016/16,Assam,West Karbi Anglong,N of Rongkhong-2,25.81428,92.55422,N25E092,669,1995,484.0,18.0761,54.3551
355,ASM/WKA/83C09/2016/15,Assam,West Karbi Anglong,N of Rongkhong-1,25.81542,92.5535,N25E092,664,1993,470.0,11.9784,352.6959
356,ASM/WKA/83C09/2016/37,Assam,West Karbi Anglong,Derajuri-2,25.81678,92.71878,N25E092,660,2588,205.0,10.23,222.2676
357,ASM/WKA/83C09/2016/36,Assam,West Karbi Anglong,Derajuri-1,25.81689,92.71744,N25E092,659,2583,214.0,15.9372,187.2354
358,AS/NAG/83G2/2015/08,Assam,Nagaon,"NH 54, About 2km SW of",25.81756,93.10886,N25E093,657,392,223.0,9.9182,141.8982
359,ASM/WKA/83C09/2016/38,Assam,West Karbi Anglong,N of Tarang,25.81806,92.74872,N25E092,655,2695,245.0,21.0568,318.2722
360,ASM/WKA/83C09/2016/14,Assam,West Karbi Anglong,S of Ambinong-4,25.82108,92.544,N25E092,644,1958,457.0,9.1071,112.2526
361,ASM/WKA/83C09/2016/13,Assam,West Karbi Anglong,S of Ambinong-3,25.822458,92.546381,N25E092,639,1967,481.0,11.8921,223.0919
366,AS/KAM/78O5/2020/3,Assam,Kamrup (Rural),Ukiam slide,25.84,91.35,N25E091,576,1260,79.0,17.158,185.013
370,ASM/WKA/83C09/2016/24,Assam,West Karbi Anglong,Amlong,25.84494,92.61514,N25E092,558,2215,322.0,8.9473,289.5213
371,AS/KAR/83G09/2017/10,Assam,Karbi Anglong,Hafjan Kidingpur5,25.84512,93.56682,N25E093,558,2041,260.0,8.6926,270.0
372,AS/KAR/83G09/2017/19,Assam,Karbi Anglong,Nowgong2,25.84516,93.68408,N25E093,557,2463,185.0,6.9431,129.1547
373,AS/KAR/83G09/2017/18,Assam,Karbi Anglong,Nowgong1,25.84541,93.68312,N25E093,557,2459,177.0,10.9847,251.7754
374,AS/KAR/83G09/2017/20,Assam,Karbi Anglong,Nowgong3,25.8465,93.687,N25E093,553,2473,172.0,14.4899,162.794
379,AS/KAR/83G09/2017/9,Assam,Karbi Anglong,Hafjan Kidingpur4,25.85072,93.56682,N25E093,537,2041,250.0,7.9395,271.6628
381,ASM/WKA/83C09/2016/6,Assam,West Karbi Anglong,Hamren-2,25.85167,92.58089,N25E092,534,2091,465.0,22.9482,115.4746
382,AS/KAR/83G09/2017/8,Assam,Karbi Anglong,Hafjan Kidingpur3,25.85189,93.56633,N25E093,533,2039,249.0,2.8282,124.9898
383,AS/KAR/83G09/2017/7,Assam,Karbi Anglong,Hafjan Kidingpur2,25.85487,93.56583,N25E093,522,2037,246.0,19.2351,350.3546
384,AS/KAR/83G09/2017/6,Assam,Karbi Anglong,Hafjan Kidingpur1,25.85498,93.56638,N25E093,522,2039,249.0,22.6388,358.1462
385,ASM/WKA/83C09/2016/30,Assam,West Karbi Anglong,Hamren-4,25.85544,92.57369,N25E092,520,2065,443.0,10.5734,315.68
386,ASM/WKA/83C09/2016/3,Assam,West Karbi Anglong,SE of Rongsope,25.85992,92.72558,N25E092,504,2612,147.0,21.2837,202.394
387,ASM/WKA/83C09/2016/29,Assam,West Karbi Anglong,Hamren-3,25.864186,92.571047,N25E092,489,2056,508.0,24.2726,170.8178
390,ASM/WKA/83C09/2016/4,Assam,West Karbi Anglong,SW of Tiriphlang,25.88692,92.61347,N25E092,407,2208,440.0,15.6743,22.6276
392,ASM/WKA/83C09/2016/2,Assam,West Karbi Anglong,NE of Linsika,25.90692,92.64714,N25E092,335,2330,321.0,18.0101,316.2174
393,AS/KAM/78O5/2020/2,Assam,Kamrup (Rural),Rajupara slide,25.91,91.4,N25E091,324,1440,60.0,1.3866,311.9708
394,ASM/WKA/83C09/2016/7,Assam,West Karbi Anglong,Padam Pukhuri,25.945,92.66358,N25E092,198,2389,162.0,14.9711,112.2315
395,ASM/WKA/83B08/2017/45,Assam,West Karbi Anglong,Amsoi-Umpanai road slide No.5,25.946611,92.305361,N25E092,192,1099,572.0,14.8818,313.2597
396,AS/KAM/78O5/2020/1,Assam,Kamrup (Rural),Khaksi Sikrabura slide,25.95,91.28,N25E091,180,1008,68.0,7.178,120.9406
397,ASM/WKA/83C09/2016/10,Assam,West Karbi Anglong,N of Langchar Terongaon,25.95381,92.60444,N25E092,166,2176,309.0,22.258,317.8687
398,ASM/WKA/83C09/2016/35,Assam,West Karbi Anglong,N of Langchar Terongaon,25.95386,92.60367,N25E092,166,2173,308.0,21.2917,50.6953
399,AS/KAR/83G09/2017/11,Assam,Karbi Anglong,Gautam basti,25.95514,93.72997,N25E093,161,2628,176.0,5.5785,51.5731
400,ASM/WKA/83C09/2016/27,Assam,West Karbi Anglong,Power house Amtreng,25.95931,92.51753,N25E092,146,1863,102.0,28.7831,91.6885
401,ASM/WKA/83C09/2016/9,Assam,West Karbi Anglong,S of Baithalangso,25.96094,92.60122,N25E092,141,2164,138.0,18.087,277.1179
405,ASM/WKA/83C09/2016/8,Assam,West Karbi Anglong,Mt View English LP School,25.965731,92.59267,N25E092,123,2134,115.0,18.1786,309.8564
406,ASM/WKA/83B08/2017/43,Assam,West Karbi Anglong,Amsoi-Umpanai road slide No.3,25.96667,92.356917,N25E092,120,1285,670.0,13.9926,96.5276
407,ASM/WKA/83B08/2017/42,Assam,West Karbi Anglong,Amsoi-Umpanai road slide No.2,25.968083,92.3575,N25E092,115,1287,646.0,26.82,118.182
408,ASM/WKA/83B08/2017/41,Assam,West Karbi Anglong,Amsoi-Umpanai road slide No.1,25.977194,92.354778,N25E092,82,1277,572.0,16.2219,262.0043
409,ASM/WKA/83C09/2016/28,Assam,West Karbi Anglong,Amtreng-1,25.98219,92.51892,N25E092,64,1868,100.0,16.073,202.0244
412,ASM/WKA/83B08/2017/40,Assam,West Karbi Anglong,Nellie-Umswai road slide No.6,26.012,92.264167,N26E092,3557,951,384.0,28.5081,341.1347
413,ASM/WKA/83B08/2017/39,Assam,West Karbi Anglong,Nellie-Umswai road slide No.5,26.013528,92.266083,N26E092,3551,958,358.0,22.6261,322.7683
414,ASM/WKA/83B08/2017/34,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.31,26.016389,92.48225,N26E092,3541,1736,240.0,28.4314,242.8728
415,ASM/WKA/83B08/2017/38,Assam,West Karbi Anglong,Nellie-Umswai road slide No.4,26.022833,92.274028,N26E092,3518,987,283.0,20.1896,333.0547
416,ASM/WKA/83B08/2017/33,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.30,26.024167,92.475,N26E092,3513,1710,222.0,19.8111,242.5745
417,ASM/WKA/83B08/2017/32,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.29,26.030972,92.474139,N26E092,3489,1707,231.0,11.5428,197.9831
418,ASM/WKA/83B08/2017/30,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.27,26.031528,92.472778,N26E092,3486,1702,259.0,23.0436,214.1363
419,ASM/WKA/83B08/2017/31,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.28,26.031583,92.47375,N26E092,3486,1705,264.0,22.7189,163.116
420,ASM/WKA/83B08/2017/37,Assam,West Karbi Anglong,Nellie-Umswai road slide No.4,26.03275,92.271861,N26E092,3482,979,168.0,25.3217,341.6924
421,ASM/WKA/83B08/2017/28,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.25,26.033556,92.468056,N26E092,3479,1685,280.0,22.2343,194.0276
422,ASM/WKA/83B08/2017/29,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.26,26.035278,92.470861,N26E092,3473,1695,271.0,21.2523,177.345
423,ASM/WKA/83B08/2017/36,Assam,West Karbi Anglong,Nellie-Umswai road slide No.3,26.036583,92.273056,N26E092,3468,983,201.0,14.2702,144.2407
424,ASM/WKA/83B08/2017/27,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.24,26.039194,92.4595,N26E092,3459,1654,314.0,25.3451,172.3496
426,AS/KAM/83B04/2018/3,Assam,Kamrup,Barakasarong,26.0405,92.0355,N26E092,3454,128,235.0,4.9679,152.2016
429,ASM/WKA/83B08/2017/21,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.18,26.043583,92.440528,N26E092,3443,1586,444.0,31.5122,175.3646
430,ASM/WKA/83B08/2017/26,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.23,26.043583,92.452222,N26E092,3443,1628,343.0,15.7263,250.6973
431,ASM/WKA/83B08/2017/22,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.19,26.043611,92.440944,N26E092,3443,1587,445.0,30.0653,181.3376
432,ASM/WKA/83B08/2017/23,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.20,26.043722,92.441472,N26E092,3443,1589,443.0,26.5024,157.7035
433,ASM/WKA/83B08/2017/25,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.22,26.045472,92.457417,N26E092,3436,1647,364.0,11.9262,175.1064
434,ASM/WKA/83B08/2017/24,Assam,West Karbi Anglong,Amsoi-Amtrang road slide No.21,26.045806,92.450778,N26E092,3435,1623,419.0,28.3437,124.2407
435,ASM/WKA/83B08/2017/20,Assam,West Karbi Anglong,Barimgaon slide,26.048611,92.432194,N26E092,3425,1556,438.0,15.351,75.4866
436,AS/KAM/78N16/2015/87,Assam,Kamrup,Tanduk,26.050286,91.880072,N26E091,3419,3168,73.0,11.4422,348.4455
440,AS/KAM/83B4/2015/98,Assam,Kamrup,Enroute Noonmati-3,26.061861,92.147889,N26E092,3377,532,110.0,22.0719,119.9353
442,AS/KAM/83B4/2015/97,Assam,Kamrup,Enroute Noonmati-2,26.065167,92.150639,N26E092,3365,542,102.0,23.5745,103.9534
443,AS/KAM/78N12/2015/100,Assam,Kamrup,Garbhanga RF,26.071556,91.734028,N26E091,3342,2643,304.0,16.0229,340.7641
444,AS/KAM/78N16/2015/86,Assam,Kamrup,Langdong,26.077653,91.982292,N26E091,3320,3536,190.0,19.2792,45.1095
445,AS/KAM/83B4/2015/94,Assam,Kamrup,"Tapatali, Nadighat",26.077806,92.170389,N26E092,3320,613,79.0,8.9485,228.0699
446,AS/KAM/83B4/2015/91,Assam,Kamrup,"Enroute to Barkasarong,",26.077844,92.035022,N26E092,3320,126,217.0,8.2383,341.8688
447,AS/KAM/83B4/2015/90,Assam,Kamrup,Naukuchi,26.080139,92.032667,N26E092,3311,118,199.0,3.5921,334.4916
448,AS/KAM/83B4/2015/96,Assam,Kamrup,Gharara-3,26.083972,92.14525,N26E092,3298,523,76.0,13.4628,250.2387
450,ASM/NAG/83B08/2017/14,Assam,Nagaon,Amsoi-Amtrang road slide No.14,26.096722,92.43875,N26E092,3252,1579,346.0,23.6157,145.467
451,AS/KAM/78N16/2015/109,Assam,Kamrup,Alenga,26.097986,91.980589,N26E091,3247,3530,92.0,23.372,334.026
452,AS/DH/83G04/2018/004,Assam,Dima Hasao,Dautohaja Tunnel No. 3 slide.,26.098167,91.881278,N26E091,3247,3173,83.0,5.7363,260.7266
453,ASM/NAG/83B08/2017/13,Assam,Nagaon,Amsoi-Amtrang road slide No.13,26.098222,92.439389,N26E092,3246,1582,344.0,23.5251,83.5951
454,AS/KAM/78N16/2015/69,Assam,Kamrup,"Jorabat, Khanapara",26.099975,91.876625,N26E091,3240,3156,94.0,13.6774,146.2519
455,ASM/NAG/83B08/2017/12,Assam,Nagaon,Amsoi-Amtrang road slide No.12,26.101333,92.440556,N26E092,3235,1586,331.0,9.2578,314.0417
457,ASM/NAG/83B08/2017/11,Assam,Nagaon,Amsoi-Amtrang road slide No.11,26.102167,92.440472,N26E092,3232,1586,314.0,13.4336,307.5863
460,AS/KAM/78N16/2015/79,Assam,Kamrup,10th mile,26.102944,91.862111,N26E091,3229,3104,151.0,24.4787,194.3275
461,ASM/NAG/83B08/2017/10,Assam,Nagaon,Amsoi-Amtrang road slide No.10,26.103028,92.440889,N26E092,3229,1587,310.0,13.9722,303.5739
464,AS/KAM/78N16/2014/07,Assam,Kamrup (Metro),Ganeshpur-Lalmati,26.10711,91.78917,N26E091,3214,2841,68.0,15.3732,90.8434
466,ASM/NAG/83B08/2017/16,Assam,Nagaon,Amsoi-Amtrang road slide No.16,26.107667,92.44003,N26E092,3212,1584,243.0,14.5399,321.277
467,ASM/NAG/83B08/2017/06,Assam,Nagaon,Amsoi-Amtrang road slide No.6,26.108417,92.440222,N26E092,3210,1585,247.0,15.0021,207.0047
469,AS/DH/83C16/2018/001,Assam,Dima Hasao,Bandarkhal landslide.,26.11,94.76,N26E094,3204,2736,1005.0,23.4149,0.5963
470,AS/KAM/78N16/2015/81,Assam,Kamrup,Medhikuchi-2,26.110056,91.908944,N26E091,3204,3272,101.0,11.8504,98.8759
471,ASM/NAG/83B08/2017/05,Assam,Nagaon,Amsoi-Amtrang road slide No.5,26.110139,92.439333,N26E092,3203,1582,228.0,24.8537,330.8899
472,AS/KAM/78N16/2015/80,Assam,Kamrup,Kamarkuchi,26.110944,91.887917,N26E091,3201,3197,141.0,4.0365,73.3368
473,AS/KAM/83B4/2015/93,Assam,Kamrup,2no. Rabingaon,26.112083,92.091028,N26E092,3197,328,71.0,11.7473,274.4647
474,AS/KRP/78N16/2018/001,Assam,Kamrup,Shankardev Nagar slide,26.112667,91.853889,N26E091,3194,3074,188.0,25.465,291.9569
475,ASM/NAG/83B08/2017/15,Assam,Nagaon,Amsoi-Amtrang road slide No.15,26.113639,92.441222,N26E092,3191,1588,203.0,14.8451,287.7804
476,AS/KAM/78N16/2015/78,Assam,Kamrup,Garobasti,26.115139,91.837833,N26E091,3185,3016,144.0,8.9838,294.178
478,ASM/NAG/83B08/2017/03,Assam,Nagaon,Amsoi-Amtrang road slide No.3,26.117111,92.441028,N26E092,3178,1588,184.0,20.4747,338.7686
480,ASM/NAG/83B08/2017/02,Assam,Nagaon,Amsoi-Amtrang road slide No.2,26.118167,92.440944,N26E092,3175,1587,180.0,19.5249,117.1614
481,ASM/NAG/83B08/2017/01,Assam,Nagaon,Amsoi- Amtrang road slide No.1,26.119417,92.439972,N26E092,3170,1584,162.0,23.0067,306.222
483,AS/KAM/78N16/2015/77,Assam,Kamrup,Jagdal,26.129583,91.938306,N26E091,3134,3378,98.0,15.1107,238.3612
484,AS/KAM/78N16/2014/01,Assam,Kamrup,Batahghuli,26.13222,91.83972,N26E091,3124,3023,78.0,4.6559,6.3557
488,AS/KAM(M)/78N12/2023/01,Assam,Kamrup (Metro),Dhirenpara,26.1505375,91.72798139,N26E091,3058,2621,76.0,19.161,106.2317
490,ASM/KMP/78N16/2017/03,Assam,Kamrup (Metro),Anandapur-Gangapur slide,26.15428,91.79264,N26E091,3045,2854,78.0,7.8639,251.1977
491,AS/KAM/78N16/2014/08,Assam,Kamrup (Metro),Lichubagan,26.15461,91.80086,N26E091,3043,2883,79.0,6.6292,284.108
