Sl.No,Slide_No,State,District,Slide_Name,Latitude,Longitude,event_date,elevation,slope,aspect,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status
761,ASM/KAM,Assam,Kamrup (Metro),Dakshin Saraniya-2,26.17755556,91.76588889,2017-06-13,96.0,18.4368,260.92,30.0,118.7,123.4,Open-Meteo historical weather,reanalysis,available,0.491958,0.493458,0.508125,0.500542,0.498521,Open-Meteo ERA5-Land,reanalysis,available
763,ASM/KAM,Assam,Kamrup (Metro),Anandapur-Gangapur slide,26.15427778,91.79263889,2017-06-13,78.0,7.8639,251.1977,30.0,118.7,123.4,Open-Meteo historical weather,reanalysis,available,0.491958,0.493458,0.508125,0.500542,0.498521,Open-Meteo ERA5-Land,reanalysis,available
764,AS/KAMRUP (M)/78N16/2014-,Assam,Kamrup (Metro),Udayachal Slide.,26.15477778,91.77411111,2014-06-27,105.0,11.8299,14.9694,7.0,40.5,168.1,Open-Meteo historical weather,reanalysis,available,0.475458,0.484125,0.5115,0.484875,0.48899,Open-Meteo ERA5-Land,reanalysis,available
765,AS/KAMRUP(M)/78N16/2014-,Assam,Kamrup (Metro),"Bamunimaidan, South Railway Colony",26.17672222,91.78672222,2014-06-27,85.0,26.8482,327.0832,7.0,40.5,168.1,Open-Meteo historical weather,reanalysis,available,0.475458,0.484125,0.5115,0.484875,0.48899,Open-Meteo ERA5-Land,reanalysis,available
766,ASM/KAMRUP(M)/78N16/2016-,Assam,Kamrup (Metro),Jyotinagar Slide,26.1895,91.78716667,2016-04-18,70.0,11.6861,356.2494,19.2,41.9,54.6,Open-Meteo historical weather,reanalysis,available,0.49225,0.454667,0.329208,0.435,0.427781,Open-Meteo ERA5-Land,reanalysis,available
767,ASM/DH/83G3/ PD/2017 /02,Assam,Dima Hasao (N.C. Hills),Mupa slide,25.40586111,93.11097222,2017-05-20,252.0,19.239,210.8968,3.0,14.5,58.8,Open-Meteo historical weather,reanalysis,available,0.453083,0.454667,0.487833,0.507125,0.475677,Open-Meteo ERA5-Land,reanalysis,available
769,AS/KRP/78N/16/2018/003,Assam,Kamrup,Hastinapur landslide,26.11266667,91.85388889,2018-08-24,188.0,25.465,291.9569,25.0,43.0,102.4,Open-Meteo historical weather,reanalysis,available,0.476208,0.478083,0.4895,0.517708,0.490375,Open-Meteo ERA5-Land,reanalysis,available
770,ASM/CHR/83H01/2020/001,Assam,Cachar,Kanakpur Slide,24.92097,93.07306,2020-06-02,61.0,15.338,73.7196,58.1,81.4,298.5,Open-Meteo historical weather,reanalysis,available,0.421083,0.409333,0.34975,0.305,0.371292,Open-Meteo ERA5-Land,reanalysis,available
771,AS/KRP/78N16/2018/002,Assam,Kamrup,Kharghuli slide,26.19530556,91.76563889,2018-08-31,85.0,7.0174,126.2843,13.5,31.9,135.9,Open-Meteo historical weather,reanalysis,available,0.480375,0.496458,0.476667,0.514,0.491875,Open-Meteo ERA5-Land,reanalysis,available
773,ASM/KAM/78N16/2020/001,Assam,Kamrup (Metro),Hirimbapur landslide,26.19330556,91.77725,2020-06-28,172.0,17.9657,183.1893,17.0,135.5,212.0,Open-Meteo historical weather,reanalysis,available,0.4795,0.479792,0.463625,0.516167,0.484771,Open-Meteo ERA5-Land,reanalysis,available
774,ASM/KAM/78N16/2020/002,Assam,Kamrup (Metro),Ambher landslide,26.09150556,91.87898611,2020-07-12,77.0,5.2317,280.1828,11.5,73.3,142.4,Open-Meteo historical weather,reanalysis,available,0.465958,0.49625,0.493208,0.515,0.492604,Open-Meteo ERA5-Land,reanalysis,available
775,ASM/KAM/78N12/2020/003,Assam,Kamrup (Metro),Gauripur landslide,26.21305556,91.6925,2020-06-26,73.0,25.5545,148.7432,93.5,181.7,203.9,Open-Meteo historical weather,reanalysis,available,0.478083,0.49375,0.505083,0.512083,0.49725,Open-Meteo ERA5-Land,reanalysis,available
779,ASM/DH/83G04/2022-23/023,Assam,Dima Hasao,Disgao Raji Slide,25.17136,93.01102,2022-05-14,700.0,4.3532,93.0474,35.3,63.1,115.7,Open-Meteo historical weather,reanalysis,available,0.460667,0.475667,0.51525,0.447333,0.474729,Open-Meteo ERA5-Land,reanalysis,available
783,ASM/DH/83G04/2022-23/030,Assam,Dima Hasao,Merryland Slide,25.177416,93.00975,2022-05-16,691.0,21.0051,11.4193,33.4,77.0,151.9,Open-Meteo historical weather,reanalysis,available,0.467625,0.481417,0.5115,0.460083,0.480156,Open-Meteo ERA5-Land,reanalysis,available
785,ASM/DH/83G04/2022-23/022,Assam,Dima Hasao,Lower Haflong Slide 2,25.18919,93.02118,2022-05-15,481.0,7.4781,81.1323,8.3,62.5,121.0,Open-Meteo historical weather,reanalysis,available,0.487458,0.458875,0.506542,0.456083,0.47724,Open-Meteo ERA5-Land,reanalysis,available
786,AS/KRM/83D06/2014-15/0001,Assam,Karimganj,"Satkaragul (Pathariya Hills RF),",24.70619444,92.28997222,2014-05-10,44.0,9.8594,136.2071,40.5,154.9,252.1,Open-Meteo historical weather,reanalysis,available,0.466958,0.492583,0.502167,0.426667,0.472094,Open-Meteo ERA5-Land,reanalysis,available
787,ASM/DH/83G04/2022-23/021,Assam,Dima Hasao,Moulhoi Slide 1,25.17623,93.01326,2022-05-14,696.0,31.9747,3.2852,35.3,63.1,115.7,Open-Meteo historical weather,reanalysis,available,0.460667,0.475667,0.51525,0.447333,0.474729,Open-Meteo ERA5-Land,reanalysis,available
799,AS/KAM(M)/78N16/2025/006,Assam,Kamrup,"Doimuguri, Bonda",26.19113889,91.82961111,2025-05-31,116.0,16.4574,97.0824,8.5,188.2,282.1,Open-Meteo historical weather,reanalysis,available,0.470833,0.474625,0.509208,0.442292,0.47424,Open-Meteo ERA5-Land,reanalysis,available
800,AS/KAM(M)/78N16/2025/05,Assam,Kamrup,Rupnagar,26.158193,91.755807,2025-06-06,59.0,10.7723,1.3579,2.5,63.0,78.3,Open-Meteo historical weather,reanalysis,available,0.4775,0.473625,0.501333,0.453292,0.476437,Open-Meteo ERA5-Land,reanalysis,available
801,AS/KAM(M)/78N12/2025/01,Assam,Kamrup,Kamakhya Main Road,26.166185,91.7147,2025-06-04,113.0,18.977,126.884,33.5,36.0,208.1,Open-Meteo historical weather,reanalysis,available,0.493333,0.496583,0.499083,0.450542,0.484885,Open-Meteo ERA5-Land,reanalysis,available
804,AS/KAM(M)/78N12/2025/04,Assam,Kamrup,Pandu,26.17027,91.698,2025-05-31,138.0,30.7272,9.1668,5.1,168.5,251.3,Open-Meteo historical weather,reanalysis,available,0.488708,0.483958,0.509958,0.442708,0.481333,Open-Meteo ERA5-Land,reanalysis,available
805,ASM/DH/83C16/2023-24/001,Assam,Dima Hasao,Lower Boulsol slide,25.117665,92.847709,2022-05-14,161.0,16.371,121.5667,107.6,189.7,244.9,Open-Meteo historical weather,reanalysis,available,0.490833,0.489083,0.505583,0.448708,0.483552,Open-Meteo ERA5-Land,reanalysis,available
808,ASM/DH/83C15/2023-24/001,Assam,Dima Hasao,Old Sangbar playground slide,25.366255,92.823037,2022-05-14,959.0,16.3004,32.4152,45.3,77.2,152.8,Open-Meteo historical weather,reanalysis,available,0.482333,0.478333,0.510917,0.434917,0.476625,Open-Meteo ERA5-Land,reanalysis,available
999,ARN/LS/83E15/2016/04,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,27.193425,93.780983,2016-07-16,213.0,50.7974,22.9338,24.9,67.5,98.0,Open-Meteo historical weather,reanalysis,available,0.419792,0.426417,0.439917,0.435,0.430281,Open-Meteo ERA5-Land,reanalysis,available
1033,ARN/LS/83E15/2016/08,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,27.23995,93.806589,2016-07-17,267.0,24.4522,175.4068,6.5,55.1,99.4,Open-Meteo historical weather,reanalysis,available,0.414875,0.4065,0.438,0.437625,0.42425,Open-Meteo ERA5-Land,reanalysis,available
1042,ARN/LS/83E15/2016/07,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,27.246131,93.804711,2016-07-17,270.0,25.761,89.039,6.5,55.1,99.4,Open-Meteo historical weather,reanalysis,available,0.414875,0.4065,0.438,0.437625,0.42425,Open-Meteo ERA5-Land,reanalysis,available
1049,ARN/LS/83E15/2016/06,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,27.254756,93.801303,2016-07-17,288.0,37.5593,359.3216,6.5,55.1,99.4,Open-Meteo historical weather,reanalysis,available,0.414875,0.4065,0.438,0.437625,0.42425,Open-Meteo ERA5-Land,reanalysis,available
1082,ARN/LS/83E15/2016/05,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,27.294886,93.803328,2016-07-17,646.0,42.9147,104.1084,6.5,55.1,99.4,Open-Meteo historical weather,reanalysis,available,0.469917,0.448792,0.492083,0.500792,0.477896,Open-Meteo ERA5-Land,reanalysis,available
1103,ARN/LS/83E15/2016/03,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,27.307072,93.806008,2016-07-17,718.0,16.3983,97.9043,6.5,55.1,99.4,Open-Meteo historical weather,reanalysis,available,0.469917,0.448792,0.492083,0.500792,0.477896,Open-Meteo ERA5-Land,reanalysis,available
1120,ARN/LS/83E15/2016/02,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,27.339267,93.802581,2016-07-16,789.0,28.7725,19.3816,24.9,67.5,98.0,Open-Meteo historical weather,reanalysis,available,0.449333,0.466125,0.5,0.498167,0.478406,Open-Meteo ERA5-Land,reanalysis,available
1218,ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang,Famla Slide,27.58741667,91.88694444,2016-04-22,2589.0,6.7307,125.6589,29.4,71.2,104.9,Open-Meteo historical weather,reanalysis,available,0.427833,0.428292,0.428958,0.424833,0.427479,Open-Meteo ERA5-Land,reanalysis,available
17975,MN/UKH/83L05/2018/001,Manipur,Ukhrul,Landslide at 1.5 km South of Leiting,22.873558,92.755953,2018-06-14,1075.0,20.6196,47.3436,27.5,238.2,661.5,Open-Meteo historical weather,reanalysis,available,0.427958,0.428667,0.426292,0.342417,0.406333,Open-Meteo ERA5-Land,reanalysis,available
18354,MAN/CHAN/83L03/2007/C-10,Manipur,Chandel,Bongyang slide,24.40639,94.06583,2007-09-07,1196.0,18.1882,339.41,20.3,99.6,144.0,Open-Meteo historical weather,reanalysis,available,0.446583,0.449125,0.446208,0.455,0.449229,Open-Meteo ERA5-Land,reanalysis,available
18646,MAN/TAM/83H09/2009-10/MN-,Manipur,Tamenglong,Tupul Slide,24.792333,93.658222,2010-06-10,447.0,33.801,32.188,2.7,38.9,68.5,Open-Meteo historical weather,reanalysis,available,0.439042,0.437667,0.442417,0.399958,0.429771,Open-Meteo ERA5-Land,reanalysis,available
18701,MN/TGPL/83L03/2018/009,Manipur,Tengnoupal,Lokchao Landslide,24.813306,93.243417,2018-08-02,122.0,21.2773,127.8162,5.9,31.6,98.5,Open-Meteo historical weather,reanalysis,available,0.415458,0.419708,0.423792,0.427,0.42149,Open-Meteo ERA5-Land,reanalysis,available
18718,MAN/TAM/83H09/2007/C-13,Manipur,Tamenglong,Taobam landslide,24.81778,93.51583,2007-09-10,460.0,28.4449,36.9308,6.4,50.8,162.0,Open-Meteo historical weather,reanalysis,available,0.423542,0.424333,0.423,0.429,0.424969,Open-Meteo ERA5-Land,reanalysis,available
18759,MAN/TAM/83H05/2008/C-19,Manipur,Tamenglong,Tamenglong-Khongsang road-2 slide,24.83278,93.46333,2008-07-01,773.0,28.074,59.445,11.8,47.4,203.8,Open-Meteo historical weather,reanalysis,available,0.424292,0.425875,0.423083,0.351458,0.406177,Open-Meteo ERA5-Land,reanalysis,available
18802,MAN/TAM/83H05/2007/C-14,Manipur,Tamenglong,Lamkaolong slide,24.84833,93.45917,2007-09-12,988.0,33.4164,178.8381,17.1,29.4,136.8,Open-Meteo historical weather,reanalysis,available,0.419917,0.419667,0.415625,0.427583,0.420698,Open-Meteo ERA5-Land,reanalysis,available
18803,MAN/TAM/83H05/2008/C-17,Manipur,Tamenglong,Tamenglong - Khongsang road slide,24.84833,93.45917,2008-06-19,988.0,33.4164,178.8381,16.5,51.8,75.4,Open-Meteo historical weather,reanalysis,available,0.4255,0.422458,0.37375,0.314708,0.384104,Open-Meteo ERA5-Land,reanalysis,available
18875,MAN/TAM/83H05/2008/C-18,Manipur,Tamenglong,Tamenglong-Khongsang road (near,24.90139,93.45389,2008-06-19,971.0,25.3627,320.2058,11.5,42.3,55.6,Open-Meteo historical weather,reanalysis,available,0.422667,0.416042,0.329583,0.314292,0.370646,Open-Meteo ERA5-Land,reanalysis,available
18904,MN/NON/83H13/2018/001,Manipur,Noney,Kotlen landslide,24.9252,94.3371,2018-06-06,1490.0,34.8607,182.2029,5.5,16.8,83.1,Open-Meteo historical weather,reanalysis,available,0.404833,0.39875,0.355,0.334,0.373146,Open-Meteo ERA5-Land,reanalysis,available
18988,MN/TAM/83H05/2018/1,Manipur,Tamenglong,New Kanan Tamenglong,24.983806,93.497528,2018-06-22,1156.0,13.1926,277.9387,10.0,33.1,72.0,Open-Meteo historical weather,reanalysis,available,0.4025,0.39725,0.402958,0.370125,0.393208,Open-Meteo ERA5-Land,reanalysis,available
18991,MN/TMG/83H01/2018/001,Manipur,Tamenglong,Makru Bridge Landslide,24.985167,93.508306,2018-05-03,1238.0,18.2737,39.4563,7.8,32.8,58.4,Open-Meteo historical weather,reanalysis,available,0.342292,0.311,0.256,0.327,0.309073,Open-Meteo ERA5-Land,reanalysis,available
18997,MAN/TAM/83H09/2007/C-2,Manipur,Tamenglong,Tamenglong slide,24.98611,93.50583,2007-08-24,1235.0,20.3964,112.3919,13.8,23.9,35.0,Open-Meteo historical weather,reanalysis,available,0.422917,0.418792,0.4015,0.41,0.413302,Open-Meteo ERA5-Land,reanalysis,available
19011,MAN/TAM/83H09/2007/C-7A,Manipur,Tamenglong,Capentry area slide,24.99083,93.50583,2007-08-28,1206.0,15.4934,47.8116,2.8,50.4,114.6,Open-Meteo historical weather,reanalysis,available,0.410042,0.412542,0.423167,0.416,0.415437,Open-Meteo ERA5-Land,reanalysis,available
19012,MAN/TAM/83H09/2007/C-7B,Manipur,Tamenglong,Capentary area-2 slide,24.99083,93.50583,2007-08-28,1206.0,15.4934,47.8116,2.8,50.4,114.6,Open-Meteo historical weather,reanalysis,available,0.410042,0.412542,0.423167,0.416,0.415437,Open-Meteo ERA5-Land,reanalysis,available
19016,MAN/TAM/83H05/2007/C-5,Manipur,Tamenglong,Guigailuang-2 slide,24.99306,93.4975,2007-08-28,1196.0,13.4285,296.1485,2.8,50.4,114.6,Open-Meteo historical weather,reanalysis,available,0.410042,0.412542,0.423167,0.416,0.415437,Open-Meteo ERA5-Land,reanalysis,available
19515,MAN/SEN/83K03/2007/C-12,Manipur,Senapati,Shajouba landslide,25.47217,94.15433,2007-09-09,1489.0,16.4411,13.1711,9.9,74.0,183.1,Open-Meteo historical weather,reanalysis,available,0.476625,0.492375,0.505167,0.515,0.497292,Open-Meteo ERA5-Land,reanalysis,available
19558,MA/TAM/83H05/2024/01,Manipur,Tamenglong,Dimthanlong landslide,24.979,93.496,2024-07-29,1154.0,8.8841,268.5164,35.5,36.8,53.1,Open-Meteo historical weather,reanalysis,available,0.400042,0.385792,0.402417,0.397,0.396313,Open-Meteo ERA5-Land,reanalysis,available
19575,MN-33/2011,Manipur,TAMENGLONG,Gadailong slide,24.985,93.52113889,2011-05-31,1043.0,19.8728,26.4025,33.3,127.0,146.7,Open-Meteo historical weather,reanalysis,available,0.42725,0.428167,0.425292,0.333792,0.403625,Open-Meteo ERA5-Land,reanalysis,available
19576,MN-34/2011,Manipur,TAMENGLONG,Sinam Kuki SLIDE,24.79083333,93.72333333,2011-07-06,1053.0,41.3129,24.8955,2.8,14.2,53.2,Open-Meteo historical weather,reanalysis,available,0.459083,0.467958,0.476417,0.471542,0.46875,Open-Meteo ERA5-Land,reanalysis,available
19658,MEG/EJH/83CO8/2018/01,Meghalaya,East Jaintia Hills,Sonapur 4km mile stone,25.09178,92.35469,2018-05-07,159.0,30.1999,223.1049,108.6,309.8,358.3,Open-Meteo historical weather,reanalysis,available,0.463083,0.467208,0.492375,0.429083,0.462938,Open-Meteo ERA5-Land,reanalysis,available
19895,MEG/EKH/78O15/2022/01,Meghalaya,East Khasi Hills,,25.296,91.932,2022-04-04,1090.0,26.7824,315.5267,78.3,106.5,155.3,Open-Meteo historical weather,reanalysis,available,0.470458,0.49325,0.4845,0.447125,0.473833,Open-Meteo ERA5-Land,reanalysis,available
19902,MEGH/EKH/78O11/2009/D-37,Meghalaya,East Khasi Hills,Umstew landslide,25.300389,91.726722,2009-06-29,1519.0,23.8792,129.7843,113.5,210.5,266.2,Open-Meteo historical weather,reanalysis,available,0.488167,0.5045,0.496667,0.518542,0.501969,Open-Meteo ERA5-Land,reanalysis,available
19914,ML/SWKH/78O07/2014/01,Meghalaya,South West Khasi Hills,Tynnai Ground crack,25.31458,91.45242,2013-08-06,1308.0,45.2194,91.6109,39.1,72.3,129.1,Open-Meteo historical weather,reanalysis,available,0.4845,0.480417,0.512458,0.515875,0.498312,Open-Meteo ERA5-Land,reanalysis,available
19917,ME/EKJ/78O15/2015/140,Meghalaya,East Khasi Hills,1 km SW of Myllad village,25.315176,91.923021,2007-07-19,1031.0,34.7215,126.1447,88.4,264.3,363.0,Open-Meteo historical weather,reanalysis,available,0.480083,0.49825,0.490833,0.518792,0.49699,Open-Meteo ERA5-Land,reanalysis,available
19924,ME/EKJ/78O15/2015/134,Meghalaya,East Khasi Hills,Approach road to Nongsder,25.320833,91.9275,2007-07-19,1099.0,21.5406,93.5268,88.4,264.3,363.0,Open-Meteo historical weather,reanalysis,available,0.480083,0.49825,0.490833,0.518792,0.49699,Open-Meteo ERA5-Land,reanalysis,available
20035,MEGH/WKH/78O07/2007/D-4,Meghalaya,West Khasi Hills,Mawthawiang slide,25.4013,91.45855,2007-08-18,1563.0,25.1089,136.5027,12.3,55.7,282.5,Open-Meteo historical weather,reanalysis,available,0.499708,0.498542,0.4585,0.514958,0.492927,Open-Meteo ERA5-Land,reanalysis,available
20036,MG/SGH/78K11/2018/7,Meghalaya,South Garo hills,Nengkhra-Nongalbibra road slide,25.403061,90.724166,2007-08-18,360.0,18.092,348.1294,11.8,28.4,178.3,Open-Meteo historical weather,reanalysis,available,0.478917,0.455375,0.487292,0.515667,0.484313,Open-Meteo ERA5-Land,reanalysis,available
20038,ME/EKJ/78O15/2015/87,Meghalaya,East Khasi Hills,lyngshing approach road,25.407917,91.998889,2007-08-18,1522.0,9.2076,264.2688,8.4,43.1,177.1,Open-Meteo historical weather,reanalysis,available,0.480292,0.476958,0.463708,0.514417,0.483844,Open-Meteo ERA5-Land,reanalysis,available
20047,MEGH/WKH/78O07/2007/D-3,Meghalaya,West Khasi Hills,Laitlawsnai slide,25.425,91.405,2007-08-18,1563.0,18.5274,81.6679,12.3,55.7,282.5,Open-Meteo historical weather,reanalysis,available,0.490417,0.497292,0.483583,0.515833,0.496781,Open-Meteo ERA5-Land,reanalysis,available
20055,MEGH/JH/78O15/2009/D-36,Meghalaya,Jaintia Hills,Laitlongkot slide,25.43561,91.862056,2009-07-17,1635.0,22.3604,78.6525,6.4,27.0,69.4,Open-Meteo historical weather,reanalysis,available,0.498542,0.495125,0.474333,0.510375,0.494594,Open-Meteo ERA5-Land,reanalysis,available
20096,MEGH/WKH/78O06/2007/D-8,Meghalaya,West Khasi Hills,Nongjyllieh slide,25.50335,91.28335,2007-07-25,1414.0,22.8511,246.2128,118.6,225.7,342.4,Open-Meteo historical weather,reanalysis,available,0.489667,0.504958,0.49,0.518583,0.500802,Open-Meteo ERA5-Land,reanalysis,available
20097,MEG/EKH/78O10/2021/04,Meghalaya,East Khasi Hills,,25.50368056,91.72342222,2007-07-19,1748.0,4.5004,245.7114,59.3,200.2,328.1,Open-Meteo historical weather,reanalysis,available,0.480417,0.49625,0.493083,0.518625,0.497094,Open-Meteo ERA5-Land,reanalysis,available
20099,MEGH/WKH/78O06/2007/D-9,Meghalaya,West Khasi Hills,Nongjyllieh-2 slide,25.50667,91.28318,2007-07-19,1396.0,22.4174,292.4947,52.1,149.2,210.9,Open-Meteo historical weather,reanalysis,available,0.484,0.494792,0.499667,0.517333,0.498948,Open-Meteo ERA5-Land,reanalysis,available
20112,MEGH/WKH/78O06/2007/D-7,Meghalaya,West Khasi Hills,Mawkawah slide,25.51973,91.28443,2007-07-25,1449.0,1.3841,132.0643,118.6,225.7,342.4,Open-Meteo historical weather,reanalysis,available,0.489667,0.504958,0.49,0.518583,0.500802,Open-Meteo ERA5-Land,reanalysis,available
20142,MEGH/EKH/83C02/2009/D-31,Meghalaya,East Khasi Hills,Puriang slide,25.54261,92.10867,2009-07-01,1138.0,15.19,77.0805,40.2,202.8,296.9,Open-Meteo historical weather,reanalysis,available,0.48225,0.487417,0.464958,0.518083,0.488177,Open-Meteo ERA5-Land,reanalysis,available
20143,MEGH/EKH/83C02/2009/D-35,Meghalaya,Jaintia Hills,Kongong-2 slide,25.54261,92.09842,2009-07-01,1318.0,10.2675,36.46,40.2,202.8,296.9,Open-Meteo historical weather,reanalysis,available,0.48225,0.487417,0.464958,0.518083,0.488177,Open-Meteo ERA5-Land,reanalysis,available
20144,MEGH/EKH/83C02/2009/D-33,Meghalaya,East Khasi Hills,Puriang-3 slide,25.54264,92.10214,2009-07-01,1332.0,6.6056,117.0205,40.2,202.8,296.9,Open-Meteo historical weather,reanalysis,available,0.48225,0.487417,0.464958,0.518083,0.488177,Open-Meteo ERA5-Land,reanalysis,available
20148,MEGH/EKH/83C02/2009/D-32,Meghalaya,East Khasi Hills,Puriang-2 slide,25.54328,92.10478,2009-07-01,1272.0,28.4278,140.3563,40.2,202.8,296.9,Open-Meteo historical weather,reanalysis,available,0.48225,0.487417,0.464958,0.518083,0.488177,Open-Meteo ERA5-Land,reanalysis,available
20204,MEGH/EKH/78O14/2007/D-17,Meghalaya,East Khasi Hills,Nongrimbah slide,25.56667,91.90194,2007-09-08,1545.0,3.1084,345.6505,48.7,285.8,420.6,Open-Meteo historical weather,reanalysis,available,0.480083,0.492167,0.486542,0.518792,0.494396,Open-Meteo ERA5-Land,reanalysis,available
20231,ML/EKH/78O14/2014/03,Meghalaya,East Khasi Hills,Barapathar,25.57822,91.86545,2014-09-23,1459.0,7.9117,312.0504,76.2,268.2,368.3,Open-Meteo historical weather,reanalysis,available,0.482708,0.501375,0.4885,0.5185,0.497771,Open-Meteo ERA5-Land,reanalysis,available
20350,MEG/RB/78O14/2017/01,Meghalaya,Ri-Bhoi,Tharia slide,25.663444,91.915944,2017-06-17,948.0,16.9684,165.5137,41.4,97.2,246.5,Open-Meteo historical weather,reanalysis,available,0.453167,0.477583,0.486208,0.51825,0.483802,Open-Meteo ERA5-Land,reanalysis,available
20376,MEGH/WKH/78O02/2007/D-1,Meghalaya,West Khasi Hills,Nongjri (Porthangjah) slide,25.68625,91.118358,2007-09-15,1057.0,21.1787,330.1062,4.2,50.2,67.3,Open-Meteo historical weather,reanalysis,available,0.453083,0.483708,0.500792,0.511,0.487146,Open-Meteo ERA5-Land,reanalysis,available
20377,MEG/WKH/78O10/2016/51,Meghalaya,West Khasi Hills,NongkhlawPatharkhammah,25.687056,91.6485,2007-09-15,1139.0,26.6993,59.0033,12.5,83.7,151.9,Open-Meteo historical weather,reanalysis,available,0.481083,0.470875,0.5065,0.518417,0.494219,Open-Meteo ERA5-Land,reanalysis,available
20390,MEGH/WKH/78O02/2007/D-2,Meghalaya,West Khasi Hills,Tynrong Mawsaw slide,25.69483,91.11836,2007-09-15,1095.0,15.1659,300.5062,4.2,50.2,67.3,Open-Meteo historical weather,reanalysis,available,0.453083,0.483708,0.500792,0.511,0.487146,Open-Meteo ERA5-Land,reanalysis,available
20391,ME/EKJ/78O14/2015/23,Meghalaya,East Khasi Hills,NH-40,25.695552,91.903777,2007-09-15,879.0,30.3831,55.0467,11.5,82.5,133.6,Open-Meteo historical weather,reanalysis,available,0.485583,0.491708,0.487125,0.517375,0.495448,Open-Meteo ERA5-Land,reanalysis,available
