sample_id,State,Latitude,Longitude,landslide,sample_source,background_rule,dem_tile,elevation,slope,aspect,terrain_source,terrain_source_type,terrain_status,reference_date,reference_date_source,reference_date_rule,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture_0_7cm,soil_moisture_7_28cm,soil_moisture_28_100cm,soil_moisture_100_255cm,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status
BG-00062,Sikkim,27.797703,88.22628,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,6015.0,46.0526,4.0414,SRTM 1 arc-second DEM,DEM-derived,True,2021-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.0,0.0,2.8,Open-Meteo historical weather,reanalysis,available,0.32103,0.31903,0.214113,0.366,0.305043,Open-Meteo ERA5-Land,reanalysis,available
BG-00063,Sikkim,27.80778,88.4156,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4489.0,29.9462,32.6457,SRTM 1 arc-second DEM,DEM-derived,True,2014-07-08,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,28.1,57.0,80.6,Open-Meteo historical weather,reanalysis,available,0.393274,0.394952,0.342155,0.409,0.384845,Open-Meteo ERA5-Land,reanalysis,available
BG-00064,Assam,26.306803,91.433093,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E091,46.0,0.9264,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2022-05-15,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,131.9,390.3,432.6,Open-Meteo historical weather,reanalysis,available,0.465083,0.47078,0.483887,0.451631,0.467845,Open-Meteo ERA5-Land,reanalysis,available
BG-00065,Meghalaya,25.236541,90.468564,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,45.0,7.5147,222.6532,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,67.2,187.2,240.1,Open-Meteo historical weather,reanalysis,available,0.429179,0.430125,0.426077,0.432321,0.429426,Open-Meteo ERA5-Land,reanalysis,available
BG-00066,Arunachal Pradesh,28.677288,95.521574,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E095,3661.0,36.1418,100.2021,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,31.8,65.3,111.8,Open-Meteo historical weather,reanalysis,available,0.419708,0.420821,0.421768,0.427679,0.422494,Open-Meteo ERA5-Land,reanalysis,available
BG-00067,Mizoram,23.332965,92.412836,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E092,252.0,21.3519,29.7031,SRTM 1 arc-second DEM,DEM-derived,True,2025-06-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,51.4,213.2,341.4,Open-Meteo historical weather,reanalysis,available,0.420571,0.408893,0.285232,0.295262,0.35249,Open-Meteo ERA5-Land,reanalysis,available
BG-00068,Arunachal Pradesh,28.962562,94.974927,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,817.0,28.188,43.6049,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,59.1,147.6,231.1,Open-Meteo historical weather,reanalysis,available,0.426232,0.426411,0.426137,0.428976,0.426939,Open-Meteo ERA5-Land,reanalysis,available
BG-00069,Meghalaya,25.284174,90.137837,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,87.0,13.3552,197.5358,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,1.3,4.7,17.9,Open-Meteo historical weather,reanalysis,available,0.390798,0.389542,0.373554,0.457661,0.402888,Open-Meteo ERA5-Land,reanalysis,available
BG-00070,Tripura,23.528503,91.609171,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,93.0,6.822,312.5165,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,22.8,75.5,95.6,Open-Meteo historical weather,reanalysis,available,0.433506,0.434375,0.406732,0.367893,0.410626,Open-Meteo ERA5-Land,reanalysis,available
BG-00071,Meghalaya,25.51408,90.463379,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,537.0,19.2379,38.0311,SRTM 1 arc-second DEM,DEM-derived,True,2007-09-15,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,5.8,24.4,49.8,Open-Meteo historical weather,reanalysis,available,0.476119,0.482679,0.483952,0.514,0.489187,Open-Meteo ERA5-Land,reanalysis,available
BG-00072,Tripura,24.207554,91.788367,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E091,82.0,6.3135,331.2682,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.9,9.4,20.4,Open-Meteo historical weather,reanalysis,available,0.397685,0.401137,0.411375,0.384446,0.398661,Open-Meteo ERA5-Land,reanalysis,available
BG-00073,Meghalaya,25.318567,89.861186,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E089,41.0,3.8392,15.4596,SRTM 1 arc-second DEM,DEM-derived,True,2020-05-26,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,65.5,101.6,230.4,Open-Meteo historical weather,reanalysis,available,0.417655,0.413738,0.360607,0.32681,0.379702,Open-Meteo ERA5-Land,reanalysis,available
BG-00074,Sikkim,27.895952,88.445114,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5475.0,27.3084,231.2197,SRTM 1 arc-second DEM,DEM-derived,True,2021-08-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,4.1,26.0,56.2,Open-Meteo historical weather,reanalysis,available,0.428958,0.426327,0.429893,0.428571,0.428438,Open-Meteo ERA5-Land,reanalysis,available
BG-00075,Meghalaya,25.680557,90.952438,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,811.0,13.0081,50.9544,SRTM 1 arc-second DEM,DEM-derived,True,2022-06-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,20.8,48.9,101.5,Open-Meteo historical weather,reanalysis,available,0.482673,0.492649,0.500018,0.510298,0.496409,Open-Meteo ERA5-Land,reanalysis,available
BG-00076,Arunachal Pradesh,28.352627,94.207518,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,1633.0,17.3664,55.3376,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,27.7,42.9,133.3,Open-Meteo historical weather,reanalysis,available,0.423762,0.424292,0.422429,0.428304,0.424696,Open-Meteo ERA5-Land,reanalysis,available
BG-00077,Tripura,23.870733,91.807467,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,118.0,18.7495,98.2161,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.7,12.2,20.0,Open-Meteo historical weather,reanalysis,available,0.40572,0.408167,0.411613,0.377887,0.400847,Open-Meteo ERA5-Land,reanalysis,available
BG-00078,Sikkim,27.663231,88.330809,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,4064.0,65.4658,89.5771,SRTM 1 arc-second DEM,DEM-derived,True,2025-09-11,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,4.2,18.9,63.7,Open-Meteo historical weather,reanalysis,available,0.421881,0.421869,0.40622,0.429327,0.419824,Open-Meteo ERA5-Land,reanalysis,available
BG-00079,Arunachal Pradesh,28.090989,92.810779,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E092,3988.0,31.6323,346.229,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,13.0,53.7,109.4,Open-Meteo historical weather,reanalysis,available,0.417708,0.418821,0.416827,0.427595,0.420238,Open-Meteo ERA5-Land,reanalysis,available
BG-00080,Tripura,23.921022,92.097067,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E092,290.0,12.7929,355.532,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.5,6.1,13.1,Open-Meteo historical weather,reanalysis,available,0.386726,0.389232,0.397381,0.317798,0.372784,Open-Meteo ERA5-Land,reanalysis,available
BG-00081,Meghalaya,25.878685,90.476238,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,182.0,16.8817,288.6441,SRTM 1 arc-second DEM,DEM-derived,True,2024-06-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,55.8,186.0,274.8,Open-Meteo historical weather,reanalysis,available,0.485351,0.487304,0.504113,0.498494,0.493815,Open-Meteo ERA5-Land,reanalysis,available
BG-00082,Sikkim,27.890527,88.17406,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,6236.0,22.5121,192.7504,SRTM 1 arc-second DEM,DEM-derived,True,2022-08-25,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.0,1.6,2.9,Open-Meteo historical weather,reanalysis,available,0.322637,0.327018,0.297232,0.384887,0.332943,Open-Meteo ERA5-Land,reanalysis,available
BG-00083,Meghalaya,25.713075,92.397014,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E092,876.0,9.2404,186.3334,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-01,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,20.4,73.0,95.8,Open-Meteo historical weather,reanalysis,available,0.474286,0.477613,0.49897,0.50947,0.490085,Open-Meteo ERA5-Land,reanalysis,available
BG-00084,Arunachal Pradesh,28.313255,96.216964,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,3244.0,34.5643,99.4562,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,51.0,84.3,152.9,Open-Meteo historical weather,reanalysis,available,0.424435,0.425065,0.426304,0.42744,0.425811,Open-Meteo ERA5-Land,reanalysis,available
BG-00085,Manipur,24.96646,93.900516,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E093,840.0,2.9586,159.8119,SRTM 1 arc-second DEM,DEM-derived,True,2018-06-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.6,3.4,10.5,Open-Meteo historical weather,reanalysis,available,0.448071,0.457036,0.494595,0.483101,0.470701,Open-Meteo ERA5-Land,reanalysis,available
BG-00086,Sikkim,27.665013,88.312301,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,3416.0,5.638,10.6573,SRTM 1 arc-second DEM,DEM-derived,True,2012-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,18.8,125.0,235.3,Open-Meteo historical weather,reanalysis,available,0.42856,0.428857,0.427768,0.429613,0.428699,Open-Meteo ERA5-Land,reanalysis,available
BG-00087,Tripura,23.864815,91.54381,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,108.0,14.0871,219.3558,SRTM 1 arc-second DEM,DEM-derived,True,2009-07-10,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.3,10.6,25.0,Open-Meteo historical weather,reanalysis,available,0.407327,0.409744,0.412994,0.38094,0.402751,Open-Meteo ERA5-Land,reanalysis,available
BG-00088,Meghalaya,25.365991,89.868506,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E089,32.0,2.0497,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2007-07-25,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,53.2,79.4,246.2,Open-Meteo historical weather,reanalysis,available,0.419113,0.420762,0.410268,0.410161,0.415076,Open-Meteo ERA5-Land,reanalysis,available
BG-00089,Sikkim,27.906554,88.281581,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5108.0,7.1699,334.1281,SRTM 1 arc-second DEM,DEM-derived,True,2013-08-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,4.6,27.7,48.2,Open-Meteo historical weather,reanalysis,available,0.399196,0.386304,0.340107,0.420381,0.386497,Open-Meteo ERA5-Land,reanalysis,available
BG-00090,Tripura,24.164006,92.132562,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,61.0,12.3053,257.151,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,17.7,80.8,96.3,Open-Meteo historical weather,reanalysis,available,0.408131,0.404899,0.339006,0.329,0.370259,Open-Meteo ERA5-Land,reanalysis,available
BG-00091,Assam,25.741994,92.87656,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E092,90.0,11.5731,37.8516,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,11.7,89.2,137.0,Open-Meteo historical weather,reanalysis,available,0.477649,0.486488,0.497304,0.480006,0.485362,Open-Meteo ERA5-Land,reanalysis,available
BG-00092,Tripura,24.211915,92.115474,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E092,69.0,1.0157,90.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,12.7,70.1,85.9,Open-Meteo historical weather,reanalysis,available,0.408131,0.404899,0.339006,0.329,0.370259,Open-Meteo ERA5-Land,reanalysis,available
BG-00093,Sikkim,27.880314,88.271858,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E088,5201.0,9.185,180.0,SRTM 1 arc-second DEM,DEM-derived,True,2014-06-24,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,8.9,28.0,44.1,Open-Meteo historical weather,reanalysis,available,0.429821,0.422869,0.392,0.399107,0.410949,Open-Meteo ERA5-Land,reanalysis,available
BG-00094,Arunachal Pradesh,28.093818,94.181734,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E094,747.0,28.9211,5.7117,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,20.6,32.6,128.0,Open-Meteo historical weather,reanalysis,available,0.423601,0.423869,0.42272,0.428208,0.4246,Open-Meteo ERA5-Land,reanalysis,available
BG-00095,Assam,26.061647,90.035142,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,30.0,3.6016,59.0834,SRTM 1 arc-second DEM,DEM-derived,True,2016-05-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,0.0,7.9,182.5,Open-Meteo historical weather,reanalysis,available,0.483149,0.483054,0.511929,0.491839,0.492493,Open-Meteo ERA5-Land,reanalysis,available
BG-00096,Arunachal Pradesh,27.978859,96.927024,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E096,2647.0,36.5399,200.2375,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,13.9,60.8,122.6,Open-Meteo historical weather,reanalysis,available,0.423851,0.42369,0.427548,0.423637,0.424682,Open-Meteo ERA5-Land,reanalysis,available
BG-00097,Assam,26.699094,90.882272,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E090,98.0,3.2426,73.4168,SRTM 1 arc-second DEM,DEM-derived,True,2018-08-24,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,12.5,64.5,155.0,Open-Meteo historical weather,reanalysis,available,0.283173,0.274411,0.209333,0.318327,0.271311,Open-Meteo ERA5-Land,reanalysis,available
BG-00098,Assam,27.567479,94.395696,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N27E094,327.0,9.617,40.2331,SRTM 1 arc-second DEM,DEM-derived,True,2014-06-27,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,12.9,27.9,97.0,Open-Meteo historical weather,reanalysis,available,0.414631,0.417655,0.42247,0.428524,0.42082,Open-Meteo ERA5-Land,reanalysis,available
BG-00099,Arunachal Pradesh,28.694584,96.245224,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N28E096,3311.0,47.0039,74.254,SRTM 1 arc-second DEM,DEM-derived,True,2016-04-22,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,12.6,35.1,51.4,Open-Meteo historical weather,reanalysis,available,0.42153,0.422845,0.421744,0.421679,0.421949,Open-Meteo ERA5-Land,reanalysis,available
BG-00100,Tripura,23.4494,91.794585,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,115.0,22.6277,76.5408,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,13.3,64.2,79.3,Open-Meteo historical weather,reanalysis,available,0.410256,0.406101,0.363577,0.33553,0.378866,Open-Meteo ERA5-Land,reanalysis,available
BG-00101,Manipur,24.624998,94.039845,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N24E094,779.0,5.0478,23.7503,SRTM 1 arc-second DEM,DEM-derived,True,2007-08-28,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,2.2,52.7,73.3,Open-Meteo historical weather,reanalysis,available,0.443964,0.443911,0.45578,0.448738,0.448098,Open-Meteo ERA5-Land,reanalysis,available
BG-00102,Meghalaya,25.861204,90.925865,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N25E090,375.0,14.5191,29.0586,SRTM 1 arc-second DEM,DEM-derived,True,2007-08-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,24.0,58.1,182.4,Open-Meteo historical weather,reanalysis,available,0.47853,0.491536,0.489935,0.514911,0.493728,Open-Meteo ERA5-Land,reanalysis,available
BG-00103,Tripura,23.571426,91.775651,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N23E091,107.0,1.8523,0.0,SRTM 1 arc-second DEM,DEM-derived,True,2018-05-18,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,10.4,60.5,81.2,Open-Meteo historical weather,reanalysis,available,0.414815,0.41325,0.385012,0.337012,0.387522,Open-Meteo ERA5-Land,reanalysis,available
BG-00104,Arunachal Pradesh,26.969734,93.010441,0,spatial_background_sample,inside_NER_boundary_and_10km_from_GSI_inventory,N26E093,146.0,1.3922,131.7089,SRTM 1 arc-second DEM,DEM-derived,True,2016-07-17,GSI_event_date_same_state_reference,random_historical_event_date_from_same_NER_state,22.3,96.9,136.9,Open-Meteo historical weather,reanalysis,available,0.460685,0.463601,0.452,0.476351,0.463159,Open-Meteo ERA5-Land,reanalysis,available
